link,address,price,beds,bath,date_added,available_date,deposit,furnish_type,property_type,station_1,station_1_dist,station_2,station_2_dist,station_3,station_3_dist
https://www.rightmove.co.uk/properties/149438306#/?channel=RES_LET,"PLATFORM_, Anderston Quay, Glasgow","£1,179 pcm",,1,21/06/2024,29/06/2024,Ask agent,Unfurnished,Studio,Anderston Station,0.2 miles,Bridge Street Station,0.5 miles,West Street Station,0.5 miles
https://www.rightmove.co.uk/properties/149476523#/?channel=RES_LET,"Blantyre Street, Glasgow, G3",£925 pcm,1,1,yesterday,18/07/2024,"£1,000",Furnished,Flat,Kelvinhall Station,0.3 miles,Hillhead Station,0.5 miles,Exhibition Centre Station,0.6 miles
https://www.rightmove.co.uk/properties/149476520#/?channel=RES_LET,"Napiershall Street, Glasgow, G20",£925 pcm,2,1,yesterday,Now,£925,Unfurnished,Flat,Kelvinbridge Station,0.3 miles,St. George's Cross Station,0.3 miles,Charing Cross (Glasgow) Station,0.6 miles
https://www.rightmove.co.uk/properties/149474921#/?channel=RES_LET,"Innellan Gardens, Glasgow, Glasgow City, G20",£995 pcm,2,1,yesterday,01/07/2024,"£1,492",Furnished,Flat,Kelvindale Station,0.1 miles,Maryhill Station,0.4 miles,Summerston Station,0.6 miles
https://www.rightmove.co.uk/properties/149474735#/?channel=RES_LET,"Apsley Street, Partick, Glasgow, G11",£910 pcm,1,1,yesterday,09/07/2024,£300,Furnished,Flat,Partick Station,0.2 miles,Partick Station,0.2 miles,Hyndland Station,0.5 miles
https://www.rightmove.co.uk/properties/149474660#/?channel=RES_LET,"Ingram Street, Glasgow, G1",£900 pcm,1,1,yesterday,29/06/2024,"£1,350",Furnished,Flat,High Street (Glasgow) Station,0.2 miles,Argyle Street Station,0.3 miles,Glasgow Queen Street Station,0.3 miles
https://www.rightmove.co.uk/properties/149474489#/?channel=RES_LET,"West Graham Street, Garnethill, GLASGOW, G4",£955 pcm,2,1,yesterday,06/07/2024,£300,"Furnished or unfurnished, landlord is flexible",Flat,Cowcaddens Station,0.1 miles,St. George's Cross Station,0.3 miles,Buchanan Street Station,0.4 miles
https://www.rightmove.co.uk/properties/149473601#/?channel=RES_LET,"Silverbanks Road, Cambuslang, Glasgow","£1,050 pcm",3,2,yesterday,28/06/2024,"£1,050",Unfurnished,Apartment,Cambuslang Station,0.4 miles,Kirkhill Station,0.8 miles,Burnside Station,0.9 miles
https://www.rightmove.co.uk/properties/149473598#/?channel=RES_LET,"Thorndyke, Calderwood, East Kilbride",£675 pcm,2,1,yesterday,28/06/2024,£675,Unfurnished,Apartment,East Kilbride Station,1.5 miles,Kirkhill Station,2.5 miles,Newton Station,2.7 miles
https://www.rightmove.co.uk/properties/20667027#/?channel=RES_LET,"Strathclyde Gardens,Cambuslang,Glasgow,G72",£775 pcm,2,,yesterday,Ask agent,£879,Unfurnished,Flat,Newton Station,0.6 miles,Kirkhill Station,1.4 miles,Cambuslang Station,1.7 miles
https://www.rightmove.co.uk/properties/148222076#/?channel=RES_LET,ST GEORGES CROSS- Hopehill Road - Furnished,"£1,250 pcm",2,1,yesterday,24/06/2024,"£1,350",Unfurnished,Apartment,St. George's Cross Station,0.3 miles,Kelvinbridge Station,0.5 miles,Cowcaddens Station,0.6 miles
https://www.rightmove.co.uk/properties/149469128#/?channel=RES_LET,"Holland Street, Glasgow, G2","£1,575 pcm",1,1,yesterday,30/06/2024,Ask agent,Furnished,Apartment,Charing Cross (Glasgow) Station,0.3 miles,Anderston Station,0.4 miles,Cowcaddens Station,0.4 miles
https://www.rightmove.co.uk/properties/149461973#/?channel=RES_LET,"Minerva Square, Glasgow, G3","£1,645 pcm",2,2,21/06/2024,Ask agent,Ask agent,Furnished,Apartment,Exhibition Centre Station,0.0 miles,Anderston Station,0.5 miles,Charing Cross (Glasgow) Station,0.5 miles
https://www.rightmove.co.uk/properties/149461982#/?channel=RES_LET,"Minerva Square, Glasgow, G3","£1,555 pcm",2,2,21/06/2024,Ask agent,Ask agent,Furnished,Apartment,Exhibition Centre Station,0.0 miles,Anderston Station,0.5 miles,Charing Cross (Glasgow) Station,0.5 miles
https://www.rightmove.co.uk/properties/149461988#/?channel=RES_LET,"Minerva Square, Glasgow, G3","£1,445 pcm",2,1,21/06/2024,Ask agent,Ask agent,Furnished,Apartment,Exhibition Centre Station,0.0 miles,Anderston Station,0.5 miles,Charing Cross (Glasgow) Station,0.5 miles
https://www.rightmove.co.uk/properties/149461145#/?channel=RES_LET,"Denmilne Street, Glasgow, G34",£980 pcm,2,1,21/06/2024,08/07/2024,£980,Unfurnished,Flat,Easterhouse Station,0.3 miles,Garrowhill Station,1.1 miles,Baillieston Station,1.3 miles
https://www.rightmove.co.uk/properties/149461118#/?channel=RES_LET,"St. Georges Road, Glasgow, G3",£995 pcm,1,1,21/06/2024,30/06/2024,£995,Furnished,Flat,St. George's Cross Station,0.1 miles,Cowcaddens Station,0.4 miles,Charing Cross (Glasgow) Station,0.5 miles
https://www.rightmove.co.uk/properties/149461070#/?channel=RES_LET,"Whitehurst, Bearsden, Glasgow, G61",£750 pcm,2,1,21/06/2024,02/07/2024,"£1,000",Unfurnished,Flat,Bearsden Station,0.8 miles,Hillfoot Station,1.1 miles,Westerton Station,1.4 miles
https://www.rightmove.co.uk/properties/149461001#/?channel=RES_LET,"Burnhill Quadrant, Rutherglen, Glasgow, G73",£650 pcm,1,1,21/06/2024,13/07/2024,£650,Furnished,Flat,Rutherglen Station,0.4 miles,Croftfoot Station,0.7 miles,Dalmarnock Station,1.0 miles
https://www.rightmove.co.uk/properties/149460926#/?channel=RES_LET,"Earl Street, Glasgow, G14",£695 pcm,1,1,21/06/2024,28/06/2024,£695,Unfurnished,Flat,Scotstounhill Station,0.6 miles,Jordanhill Station,0.9 miles,Garscadden Station,1.1 miles
https://www.rightmove.co.uk/properties/148932143#/?channel=RES_LET,"Turnberry Road, Glasgow, G11","£1,198 pcm",1,1,21/06/2024,Now,"£2,000",Furnished,Detached,Hyndland Station,0.3 miles,Partick Station,0.4 miles,Partick Station,0.4 miles
https://www.rightmove.co.uk/properties/149458499#/?channel=RES_LET,"Crow Road, Anniesland, Glasgow, G13",£695 pcm,1,1,21/06/2024,01/08/2024,£995,Furnished,Flat,Anniesland Station,0.4 miles,Kelvindale Station,0.5 miles,Maryhill Station,0.9 miles
https://www.rightmove.co.uk/properties/149456108#/?channel=RES_LET,"1023, 50 Holland Street, Glasgow, G2","£1,910 pcm",2,2,21/06/2024,03/09/2024,Ask agent,Furnished,Apartment,Charing Cross (Glasgow) Station,0.3 miles,Anderston Station,0.3 miles,Cowcaddens Station,0.4 miles
https://www.rightmove.co.uk/properties/149455811#/?channel=RES_LET,"720, 50 Holland Street, Glasgow, G2","£1,980 pcm",2,2,21/06/2024,02/09/2024,Ask agent,Furnished,Apartment,Charing Cross (Glasgow) Station,0.3 miles,Anderston Station,0.3 miles,Cowcaddens Station,0.4 miles
https://www.rightmove.co.uk/properties/112264232#/?channel=RES_LET,"Wilton Street, Glasgow","£1,025 pcm",2,,21/06/2024,12/07/2024,"£1,125",Unfurnished,Flat,Kelvinbridge Station,0.3 miles,St. George's Cross Station,0.5 miles,Hillhead Station,0.7 miles
https://www.rightmove.co.uk/properties/148667165#/?channel=RES_LET,"Drygate, Dennistoun, Glasgow, G4","£1,100 pcm",2,1,18/06/2024,Now,"£1,300",Furnished,Flat,High Street (Glasgow) Station,0.2 miles,Bellgrove Station,0.5 miles,Glasgow Queen Street Station,0.6 miles
https://www.rightmove.co.uk/properties/138387680#/?channel=RES_LET,"West Princes Street, Glasgow","£1,995 pcm",3,,21/06/2024,02/07/2024,"£2,095",Unfurnished,Flat,Kelvinbridge Station,0.1 miles,St. George's Cross Station,0.3 miles,Charing Cross (Glasgow) Station,0.5 miles
https://www.rightmove.co.uk/properties/149454161#/?channel=RES_LET,"Dudley Drive, Hyndland, Glasgow, G12","£1,200 pcm",2,1,21/06/2024,01/07/2024,"£1,450",Unfurnished,Flat,Hyndland Station,0.2 miles,Partick Station,0.5 miles,Partick Station,0.5 miles
https://www.rightmove.co.uk/properties/149453705#/?channel=RES_LET,"Whitelaw Street, Maryhill Locks",£847 pcm,2,1,21/06/2024,Now,£847,Unfurnished,Flat,Maryhill Station,0.3 miles,Summerston Station,0.4 miles,Kelvindale Station,0.4 miles
https://www.rightmove.co.uk/properties/60866665#/?channel=RES_LET,"3 Barrland Court, 3 Barrland Court, Glasgow, G41 1RN",£925 pcm,1,2,21/06/2024,11/07/2024,"£1,067",Unfurnished,Flat,Pollokshields East Station,0.1 miles,Queens Park (Glasgow) Station,0.4 miles,Pollokshields West Station,0.5 miles
https://www.rightmove.co.uk/properties/149452526#/?channel=RES_LET,"Port Dundass Road, Cowcaddens, Glasgow, G4","£1,300 pcm",2,,21/06/2024,24/06/2024,"£1,300",Furnished,Flat,Buchanan Street Station,0.1 miles,Cowcaddens Station,0.2 miles,Glasgow Queen Street Station,0.4 miles
https://www.rightmove.co.uk/properties/149451578#/?channel=RES_LET,"Tollcross Road, Glasgow, G32",£800 pcm,1,1,21/06/2024,Now,£800,Furnished,Flat,Carntyne Station,0.6 miles,Shettleston Station,1.1 miles,Carmyle Station,1.3 miles
https://www.rightmove.co.uk/properties/149451419#/?channel=RES_LET,"Ancaster Drive , Flat 2/2, Anniesland, Glasgow, G13 1NB","£2,400 pcm",5,2,21/06/2024,30/06/2024,"£4,800",Furnished,Duplex,Anniesland Station,0.1 miles,Jordanhill Station,0.4 miles,Kelvindale Station,0.6 miles
https://www.rightmove.co.uk/properties/149451371#/?channel=RES_LET,"Springfield Gardens, Glasgow, G31",£875 pcm,2,2,21/06/2024,24/06/2024,£875,Unfurnished,Flat,Duke Street Station,0.7 miles,Dalmarnock Station,0.9 miles,Bridgeton Station,1.0 miles
https://www.rightmove.co.uk/properties/149450528#/?channel=RES_LET,"Renfrew Street, City Centre, Glasgow, G3","£1,595 pcm",2,2,21/06/2024,07/07/2024,"£2,392",Furnished,Flat,Cowcaddens Station,0.1 miles,Buchanan Street Station,0.3 miles,Glasgow Queen Street Station,0.5 miles
https://www.rightmove.co.uk/properties/149449325#/?channel=RES_LET,"Hawthorn Street, Glasgow, G22 6AZ",£795 pcm,2,,21/06/2024,24/07/2024,Ask agent,Unfurnished,Flat,Springburn Station,0.4 miles,Ashfield Station,0.6 miles,Barnhill Station,0.7 miles
https://www.rightmove.co.uk/properties/149450087#/?channel=RES_LET,"Clarendon Place, St Georges Cross","£1,200 pcm",2,1,21/06/2024,26/07/2024,"£1,300",Furnished,Flat,St. George's Cross Station,0.1 miles,Cowcaddens Station,0.4 miles,Charing Cross (Glasgow) Station,0.4 miles
https://www.rightmove.co.uk/properties/149450039#/?channel=RES_LET,"Holland Street, City Centre, Glasgow, G2",£850 pcm,1,1,21/06/2024,Now,"£1,100",Furnished,Flat,Charing Cross (Glasgow) Station,0.3 miles,Cowcaddens Station,0.4 miles,Anderston Station,0.4 miles
https://www.rightmove.co.uk/properties/27583981#/?channel=RES_LET,"Riverview Gardens, Glasgow, G5",£945 pcm,1,1,21/06/2024,Now,£945,Unfurnished,Ground Flat,Bridge Street Station,0.3 miles,Glasgow Central Station,0.4 miles,West Street Station,0.4 miles
https://www.rightmove.co.uk/properties/149449208#/?channel=RES_LET,"Lochleven Road, Battlefield, Glasgow, G42",£950 pcm,2,1,21/06/2024,Now,"£1,050",Unfurnished,Flat,Mount Florida Station,0.2 miles,Langside Station,0.6 miles,Cathcart Station,0.6 miles
https://www.rightmove.co.uk/properties/149449214#/?channel=RES_LET,"Willowbank Street, Glasgow, G3","£1,350 pcm",2,1,21/06/2024,23/07/2024,"£1,450",Furnished,Flat,St. George's Cross Station,0.2 miles,Kelvinbridge Station,0.3 miles,Charing Cross (Glasgow) Station,0.3 miles
https://www.rightmove.co.uk/properties/149447846#/?channel=RES_LET,"New City Road, City Centre, Glasgow, G4 9JX","£1,295 pcm",2,,21/06/2024,12/07/2024,Ask agent,Unfurnished,Flat,Cowcaddens Station,0.1 miles,St. George's Cross Station,0.3 miles,Buchanan Street Station,0.4 miles
https://www.rightmove.co.uk/properties/149447330#/?channel=RES_LET,"Inverlair Avenue, Glasgow, Glasgow City, G43","£1,350 pcm",2,2,21/06/2024,05/07/2024,"£1,350",Unfurnished,Flat,Cathcart Station,0.3 miles,Langside Station,0.5 miles,Mount Florida Station,0.4 miles
https://www.rightmove.co.uk/properties/148937450#/?channel=RES_LET,"Cumbernauld Road, Carntyne, Glasgow, G33",£780 pcm,2,1,21/06/2024,01/07/2024,"£1,000",Unfurnished,Flat,Alexandra Parade Station,0.7 miles,Duke Street Station,0.9 miles,Carntyne Station,1.0 miles
https://www.rightmove.co.uk/properties/149444324#/?channel=RES_LET,"3 Thread Court, Newhall Street, Glasgow, G40",£850 pcm,2,1,21/06/2024,28/06/2024,£950,Unfurnished,Flat,Dalmarnock Station,0.4 miles,Bridgeton Station,0.4 miles,Bellgrove Station,1.0 miles
https://www.rightmove.co.uk/properties/149444048#/?channel=RES_LET,"Inverlair Avenue, Flat 1-9, Glasgow, Glasgow, G43 2AS",£995 pcm,1,1,21/06/2024,Now,"£1,990",Unfurnished,Flat,Cathcart Station,0.3 miles,Langside Station,0.4 miles,Mount Florida Station,0.4 miles
https://www.rightmove.co.uk/properties/149439974#/?channel=RES_LET,"Kyle Court, Cambuslang, Glasgow, G72",£740 pcm,2,1,21/06/2024,24/06/2024,"£1,050",Unfurnished,Duplex,Cambuslang Station,0.3 miles,Kirkhill Station,0.4 miles,Carmyle Station,1.1 miles
https://www.rightmove.co.uk/properties/148968137#/?channel=RES_LET,"Dudley Drive, Hyndland","£1,300 pcm",2,1,21/06/2024,Now,"£1,400",Furnished,Flat,Hyndland Station,0.1 miles,Partick Station,0.5 miles,Partick Station,0.5 miles
https://www.rightmove.co.uk/properties/149235887#/?channel=RES_LET,"Dudley Drive, Hyndland","£1,250 pcm",2,1,21/06/2024,Now,"£1,350",Unfurnished,Flat,Hyndland Station,0.1 miles,Partick Station,0.5 miles,Partick Station,0.5 miles
https://www.rightmove.co.uk/properties/149442701#/?channel=RES_LET,"Botanic Crescent, Botanics, Glasgow","£1,495 pcm",2,2,21/06/2024,09/08/2024,"£1,495",Furnished,Apartment,Hillhead Station,0.4 miles,Kelvinbridge Station,0.6 miles,Kelvinhall Station,0.8 miles
https://www.rightmove.co.uk/properties/149327777#/?channel=RES_LET,"350 St VIncent Street, Glasgow, G3","£1,150 pcm",1,,18/06/2024,01/08/2024,Ask agent,Unfurnished,Apartment,Anderston Station,0.2 miles,Charing Cross (Glasgow) Station,0.2 miles,Exhibition Centre Station,0.5 miles
https://www.rightmove.co.uk/properties/149441591#/?channel=RES_LET,"Commercial Court, Glasgow, G5","£1,050 pcm",2,1,21/06/2024,05/07/2024,"£1,450",Furnished,Maisonette,Argyle Street Station,0.6 miles,St. Enoch Station,0.6 miles,Bridge Street Station,0.6 miles
https://www.rightmove.co.uk/properties/149441558#/?channel=RES_LET,"Main Street, Blantyre",£625 pcm,1,1,21/06/2024,01/07/2024,£725,Part furnished,Flat,Blantyre Station,1.0 miles,Hamilton West Station,2.0 miles,Newton Station,2.5 miles
https://www.rightmove.co.uk/properties/149440952#/?channel=RES_LET,"Dobbies Loan Place, Glasgow","£1,095 pcm",2,1,21/06/2024,Ask agent,"£1,195",Unfurnished,Flat,Buchanan Street Station,0.3 miles,Glasgow Queen Street Station,0.4 miles,High Street (Glasgow) Station,0.5 miles
https://www.rightmove.co.uk/properties/148436069#/?channel=RES_LET,704 Dumbarton Road 3/2 Thornwood G11 6JA,£875 pcm,1,1,21/06/2024,Now,Ask agent,Part furnished,Flat,Partick Station,0.5 miles,Partick Station,0.5 miles,Govan Station,0.8 miles
https://www.rightmove.co.uk/properties/149440190#/?channel=RES_LET,"Paisley Road West, Glasgow, G51",£850 pcm,1,1,21/06/2024,04/07/2024,£950,Furnished,Flat,Kinning Park Station,0.1 miles,Cessnock Station,0.3 miles,Shields Road Station,0.6 miles
https://www.rightmove.co.uk/properties/149439446#/?channel=RES_LET,"Argyle Street, City Centre, Glasgow, G2","£1,150 pcm",2,1,21/06/2024,08/08/2024,"£1,350",Furnished,Flat,Anderston Station,0.2 miles,Glasgow Central Station,0.4 miles,Charing Cross (Glasgow) Station,0.5 miles
https://www.rightmove.co.uk/properties/147845789#/?channel=RES_LET,"HMO Garnethill Street, Glasgow G3 6QQ","£2,600 pcm",4,1,21/06/2024,26/06/2024,"£2,900",Furnished,Flat,Cowcaddens Station,0.2 miles,St. George's Cross Station,0.3 miles,Charing Cross (Glasgow) Station,0.3 miles
https://www.rightmove.co.uk/properties/149439260#/?channel=RES_LET,"Royston Road, Glasgow",£895 pcm,2,1,21/06/2024,28/06/2024,£895,Unfurnished,Apartment,Barnhill Station,0.5 miles,Alexandra Parade Station,0.7 miles,Springburn Station,0.8 miles
https://www.rightmove.co.uk/properties/149439131#/?channel=RES_LET,"Botanic Crescent, North Kelvinside, Glasgow, G20","£1,600 pcm",2,1,21/06/2024,31/07/2024,"£1,800",Furnished,Flat,Hillhead Station,0.4 miles,Kelvinbridge Station,0.6 miles,Kelvinhall Station,0.8 miles
https://www.rightmove.co.uk/properties/149438387#/?channel=RES_LET,"Anderston Quay, Glasgow, G3","£1,264 pcm",1,1,21/06/2024,Ask agent,Ask agent,Unfurnished,Flat,Anderston Station,0.2 miles,Bridge Street Station,0.5 miles,West Street Station,0.5 miles
https://www.rightmove.co.uk/properties/149438306#/?channel=RES_LET,"PLATFORM_, Anderston Quay, Glasgow","£1,179 pcm",,1,21/06/2024,29/06/2024,Ask agent,Unfurnished,Studio,Anderston Station,0.2 miles,Bridge Street Station,0.5 miles,West Street Station,0.5 miles
https://www.rightmove.co.uk/properties/149437307#/?channel=RES_LET,"Barrland Street, Pollokshields","£1,200 pcm",2,2,21/06/2024,09/07/2024,"£1,300",Furnished,Flat,Pollokshields East Station,0.2 miles,Queens Park (Glasgow) Station,0.5 miles,Pollokshields West Station,0.5 miles
https://www.rightmove.co.uk/properties/145991591#/?channel=RES_LET,"Hanson Park, Dennistoun, Glasgow, G31","£1,400 pcm",3,1,21/06/2024,Now,"£1,400",Furnished,Flat,Bellgrove Station,0.4 miles,Alexandra Parade Station,0.6 miles,Duke Street Station,0.6 miles
https://www.rightmove.co.uk/properties/50425089#/?channel=RES_LET,"Bridge Street, Glasgow, G5","£1,150 pcm",2,1,21/06/2024,Now,"£1,280",Unfurnished,Flat,Bridge Street Station,0.1 miles,St. Enoch Station,0.3 miles,Glasgow Central Station,0.3 miles
https://www.rightmove.co.uk/properties/94081406#/?channel=RES_LET,"Bridge Street, Glasgow, G5","£1,150 pcm",2,1,21/06/2024,Now,"£1,285",Furnished,Flat,Bridge Street Station,0.1 miles,St. Enoch Station,0.3 miles,Glasgow Central Station,0.3 miles
https://www.rightmove.co.uk/properties/135430373#/?channel=RES_LET,"West Princes Street, Glasgow, G4","£1,700 pcm",3,,21/06/2024,Now,"£1,850",Furnished,Flat,St. George's Cross Station,0.1 miles,Charing Cross (Glasgow) Station,0.3 miles,Kelvinbridge Station,0.4 miles
https://www.rightmove.co.uk/properties/141257162#/?channel=RES_LET,2178 Dumbarton Road,£675 pcm,1,1,21/06/2024,19/07/2024,£675,Unfurnished,Flat,Garscadden Station,0.3 miles,Yoker Station,0.7 miles,Scotstounhill Station,0.8 miles
https://www.rightmove.co.uk/properties/149435738#/?channel=RES_LET,"Garriochmill Road, North Kelvinside",£850 pcm,1,1,21/06/2024,01/08/2024,£950,Unfurnished,Flat,Kelvinbridge Station,0.2 miles,St. George's Cross Station,0.4 miles,Hillhead Station,0.7 miles
https://www.rightmove.co.uk/properties/149434817#/?channel=RES_LET,"Vinicombe Street, Hillhead","£1,350 pcm",2,1,21/06/2024,Now,"£1,450",Furnished,Flat,Hillhead Station,0.2 miles,Kelvinbridge Station,0.4 miles,Kelvinhall Station,0.6 miles
https://www.rightmove.co.uk/properties/149045018#/?channel=RES_LET,"Anderson Street, Partick",£950 pcm,1,1,21/06/2024,19/07/2024,"£1,050",Furnished,Flat,Partick Station,0.1 miles,Partick Station,0.1 miles,Kelvinhall Station,0.2 miles
https://www.rightmove.co.uk/properties/149365091#/?channel=RES_LET,"Dumbarton Road, Glasgow, G14","£1,100 pcm",2,,21/06/2024,Ask agent,Ask agent,Furnished,Flat,Garscadden Station,0.3 miles,Scotstounhill Station,0.6 miles,Yoker Station,0.9 miles
https://www.rightmove.co.uk/properties/149430605#/?channel=RES_LET,"HMO Midland Street, City Centre, Glasgow G1 4PP","£3,250 pcm",5,2,21/06/2024,17/07/2024,"£3,550",Furnished,Flat,Glasgow Central Station,0.1 miles,St. Enoch Station,0.2 miles,Argyle Street Station,0.3 miles
https://www.rightmove.co.uk/properties/149392448#/?channel=RES_LET,"LAURIESTON, WELLCROFT PLACE, G5 9DS - FURNISHED",£875 pcm,2,1,21/06/2024,13/07/2024,"£1,320",Furnished,Flat,West Street Station,0.3 miles,Bridge Street Station,0.4 miles,Pollokshields East Station,0.6 miles
https://www.rightmove.co.uk/properties/149429522#/?channel=RES_LET,"Parklands Oval, Crookston, Glasgow",£875 pcm,2,2,21/06/2024,Now,"£1,150",Unfurnished,Apartment,Crookston Station,0.4 miles,Mosspark Station,0.9 miles,Hawkhead Station,1.2 miles
https://www.rightmove.co.uk/properties/149438387#/?channel=RES_LET,"Anderston Quay, Glasgow, G3","£1,264 pcm",1,1,21/06/2024,Ask agent,Ask agent,Unfurnished,Flat,Anderston Station,0.2 miles,Bridge Street Station,0.5 miles,West Street Station,0.5 miles
https://www.rightmove.co.uk/properties/149429249#/?channel=RES_LET,"Trinity Avenue, Cardonald, Glasgow, G52",£895 pcm,3,1,21/06/2024,Now,£995,Unfurnished,Flat,Mosspark Station,0.1 miles,Corkerhill Station,0.6 miles,Cardonald Station,0.7 miles
https://www.rightmove.co.uk/properties/149428880#/?channel=RES_LET,"Bolton Drive, Mount Florida, Glasgow, G42",£895 pcm,1,1,21/06/2024,21/07/2024,"£1,195",Furnished,Flat,Mount Florida Station,0.2 miles,Crosshill Station,0.5 miles,Cathcart Station,0.6 miles
https://www.rightmove.co.uk/properties/149165450#/?channel=RES_LET,"Chamberlain Road, Jordanhill",£875 pcm,2,,21/06/2024,05/07/2024,£975,Unfurnished,Flat,Anniesland Station,0.5 miles,Jordanhill Station,0.5 miles,Scotstounhill Station,0.8 miles
https://www.rightmove.co.uk/properties/149427830#/?channel=RES_LET,"15 Kent Road, G3","£1,495 pcm",2,,21/06/2024,Now,"£1,695",Unfurnished,Flat,Charing Cross (Glasgow) Station,0.2 miles,Anderston Station,0.3 miles,Exhibition Centre Station,0.5 miles
https://www.rightmove.co.uk/properties/149427056#/?channel=RES_LET,"Tankerland Road, Glasgow, G44",£800 pcm,1,1,21/06/2024,Now,£900,Part furnished,Flat,Cathcart Station,0.2 miles,Langside Station,0.4 miles,Muirend Station,0.6 miles
https://www.rightmove.co.uk/properties/149426567#/?channel=RES_LET,"St Mungo Avenue, City Centre, Glasgow, G4","£1,950 pcm",3,1,21/06/2024,Now,"£2,925",Furnished,Flat,High Street (Glasgow) Station,0.4 miles,Glasgow Queen Street Station,0.5 miles,Buchanan Street Station,0.5 miles
https://www.rightmove.co.uk/properties/131581970#/?channel=RES_LET,"Chalmers Court, Main Street, Glasgow, G71",£925 pcm,3,1,21/06/2024,24/06/2024,"£1,387",Unfurnished,Flat,Uddingston Station,0.2 miles,Blantyre Station,1.6 miles,Newton Station,2.0 miles
https://www.rightmove.co.uk/properties/147036344#/?channel=RES_LET,"Howard Street, CITY CENTRE","£1,200 pcm",2,1,21/06/2024,Now,"£1,300",Furnished,Apartment,St. Enoch Station,0.1 miles,Argyle Street Station,0.1 miles,Glasgow Central Station,0.2 miles
https://www.rightmove.co.uk/properties/149426153#/?channel=RES_LET,"Westmuir Street, Parkhead",£770 pcm,,,21/06/2024,Ask agent,Ask agent,Ask agent,,Alexandra Parade Station,0.3 miles,Duke Street Station,0.5 miles,Bellgrove Station,0.6 miles
https://www.rightmove.co.uk/properties/149426129#/?channel=RES_LET,"Turnberry Road, Flat 1/1, Hyndland, Glasgow, G11 5AE","£1,495 pcm",2,2,21/06/2024,30/06/2024,"£2,990",Unfurnished,Flat,Partick Station,0.4 miles,Partick Station,0.4 miles,Hyndland Station,0.4 miles
https://www.rightmove.co.uk/properties/149413223#/?channel=RES_LET,"Tantallon Road, Glasgow, G41","£1,150 pcm",2,1,21/06/2024,Now,"£1,725",Unfurnished,Flat,Langside Station,0.2 miles,Pollokshaws East Station,0.3 miles,Shawlands Station,0.6 miles
https://www.rightmove.co.uk/properties/149423540#/?channel=RES_LET,"Minerva Way 42 flat 1/1, G3","£1,100 pcm",2,,21/06/2024,19/07/2024,"£1,300",Furnished,Flat,Exhibition Centre Station,0.2 miles,Charing Cross (Glasgow) Station,0.6 miles,Anderston Station,0.7 miles
https://www.rightmove.co.uk/properties/149423021#/?channel=RES_LET,"St Vincent Street, Charing Cross, Glasgow, G3",£800 pcm,1,1,21/06/2024,24/06/2024,£900,Furnished,Flat,Charing Cross (Glasgow) Station,0.2 miles,Anderston Station,0.2 miles,Exhibition Centre Station,0.4 miles
https://www.rightmove.co.uk/properties/149422925#/?channel=RES_LET,"Woodlands Drive, Woodlands, Glasgow, G4","£2,600 pcm",4,2,21/06/2024,01/07/2024,"£3,900",Furnished,Flat,Kelvinbridge Station,0.2 miles,St. George's Cross Station,0.2 miles,Charing Cross (Glasgow) Station,0.5 miles
https://www.rightmove.co.uk/properties/149422010#/?channel=RES_LET,"1034, 50 Holland Street, Glasgow, G2","£1,910 pcm",2,2,21/06/2024,04/09/2024,Ask agent,Furnished,Apartment,Charing Cross (Glasgow) Station,0.3 miles,Anderston Station,0.3 miles,Cowcaddens Station,0.4 miles
https://www.rightmove.co.uk/properties/148985402#/?channel=RES_LET,"Kent Road, Glasgow, Glasgow City, G3","£1,475 pcm",2,1,21/06/2024,08/07/2024,"£2,215",Unfurnished,Flat,Charing Cross (Glasgow) Station,0.1 miles,Anderston Station,0.3 miles,Exhibition Centre Station,0.5 miles
https://www.rightmove.co.uk/properties/149420546#/?channel=RES_LET,"Byres Road, Hillhead, Glasgow, G12","£1,250 pcm",2,1,21/06/2024,25/07/2024,"£1,450",Furnished,Flat,Hillhead Station,0.1 miles,Kelvinhall Station,0.3 miles,Partick Station,0.6 miles
https://www.rightmove.co.uk/properties/149419637#/?channel=RES_LET,"Wilton Street, North Kelvinside, Glasgow, G20","£1,450 pcm",2,1,21/06/2024,27/07/2024,"£1,550",Furnished,Flat,Kelvinbridge Station,0.4 miles,St. George's Cross Station,0.5 miles,Hillhead Station,0.8 miles
https://www.rightmove.co.uk/properties/149419430#/?channel=RES_LET,"Kensington Gate, Dowanhill, Glasgow, G12","£1,050 pcm",1,1,21/06/2024,08/07/2024,"£1,050","Furnished or unfurnished, landlord is flexible",Flat,Hillhead Station,0.4 miles,Hyndland Station,0.6 miles,Kelvinhall Station,0.6 miles
https://www.rightmove.co.uk/properties/149419313#/?channel=RES_LET,"flat 1/3 at 110 Brunswick Street, G1","£1,000 pcm",1,,21/06/2024,Now,"£1,200",Furnished,Flat,Argyle Street Station,0.2 miles,High Street (Glasgow) Station,0.3 miles,Glasgow Queen Street Station,0.3 miles
https://www.rightmove.co.uk/properties/149417030#/?channel=RES_LET,"Killearn Street, Glasgow, G22",£900 pcm,2,1,21/06/2024,Now,£900,Unfurnished,Flat,Ashfield Station,0.6 miles,Possilpark & Parkhouse Station,0.7 miles,St. George's Cross Station,0.8 miles
