link,address,price,beds,bath,date_added,available_date,deposit,furnish_type,property_type,station_1,station_1_dist,station_2,station_2_dist,station_3,station_3_dist
https://www.rightmove.co.uk/properties/149321162#/?channel=RES_LET,"Gardner Street, Partickhill, Glasgow, G11","£1,595 pcm",2,1,18/06/2024,01/07/2024,"£1,800",Unfurnished,Flat,Partick Station,0.2 miles,Partick Station,0.2 miles,Kelvinhall Station,0.3 miles
https://www.rightmove.co.uk/properties/149438306#/?channel=RES_LET,"PLATFORM_, Anderston Quay, Glasgow","£1,179 pcm",,1,21/06/2024,29/06/2024,Ask agent,Unfurnished,Studio,Anderston Station,0.2 miles,Bridge Street Station,0.5 miles,West Street Station,0.5 miles
https://www.rightmove.co.uk/properties/149321159#/?channel=RES_LET,"Bowmont Gardens, Dowanhill, Glasgow, G12","£1,950 pcm",2,2,18/06/2024,15/07/2024,"£2,200",Unfurnished,Flat,Hillhead Station,0.2 miles,Kelvinhall Station,0.5 miles,Hyndland Station,0.6 miles
https://www.rightmove.co.uk/properties/149319893#/?channel=RES_LET,"St. Vincent Street, Glasgow, G3",£825 pcm,1,,18/06/2024,24/06/2024,£925,Furnished,Flat,Charing Cross (Glasgow) Station,0.2 miles,Anderston Station,0.2 miles,Exhibition Centre Station,0.4 miles
https://www.rightmove.co.uk/properties/149319842#/?channel=RES_LET,"Wilton Street, Kelvinbridge, Glasgow, G20",£850 pcm,2,1,18/06/2024,Now,"£1,050",Unfurnished,Flat,Kelvinbridge Station,0.3 miles,Hillhead Station,0.6 miles,St. George's Cross Station,0.6 miles
https://www.rightmove.co.uk/properties/149319464#/?channel=RES_LET,"Laurel Place, Glasgow",£950 pcm,1,,18/06/2024,18/07/2024,"£1,100",Furnished,Apartment,Partick Station,0.4 miles,Partick Station,0.4 miles,Hyndland Station,0.5 miles
https://www.rightmove.co.uk/properties/147304367#/?channel=RES_LET,"Harley Street, Glasgow, G51",£695 pcm,1,,18/06/2024,Now,£795,Furnished,Flat,Cessnock Station,0.1 miles,Ibrox Station,0.3 miles,Kinning Park Station,0.4 miles
https://www.rightmove.co.uk/properties/149318048#/?channel=RES_LET,"Virginia Street, Merchant City, Glasgow, G1","£1,300 pcm",1,1,18/06/2024,28/06/2024,"£1,400","Furnished or unfurnished, landlord is flexible",Flat,Argyle Street Station,0.1 miles,St. Enoch Station,0.2 miles,Glasgow Queen Street Station,0.3 miles
https://www.rightmove.co.uk/properties/149317736#/?channel=RES_LET,"GPO, 5 South Frederick Street, MERCHANT CITY","£1,100 pcm",2,1,18/06/2024,Now,"£1,200",Furnished,Apartment,Glasgow Queen Street Station,0.2 miles,Argyle Street Station,0.2 miles,St. Enoch Station,0.3 miles
https://www.rightmove.co.uk/properties/149317643#/?channel=RES_LET,"Oban Drive, North Kelvinside","£1,650 pcm",2,1,18/06/2024,25/08/2024,"£1,750",Furnished,Flat,Kelvinbridge Station,0.5 miles,Hillhead Station,0.6 miles,St. George's Cross Station,0.8 miles
https://www.rightmove.co.uk/properties/149317658#/?channel=RES_LET,"Park Quadrant, Park, Glasgow, G3","£2,750 pcm",3,2,18/06/2024,Now,"£2,950",Unfurnished,Flat,Kelvinbridge Station,0.3 miles,St. George's Cross Station,0.3 miles,Charing Cross (Glasgow) Station,0.3 miles
https://www.rightmove.co.uk/properties/149317421#/?channel=RES_LET,"Cathkinview Place , Langside Court , Mount Florida, Glasgow , G42 9EW",£795 pcm,2,1,18/06/2024,Ask agent,Ask agent,Part furnished,Flat,Mount Florida Station,0.2 miles,Cathcart Station,0.5 miles,Crosshill Station,0.6 miles
https://www.rightmove.co.uk/properties/149316938#/?channel=RES_LET,"Flat 6, 270 Camphill Avenue, Glasgow, G41 3AS",£895 pcm,2,1,18/06/2024,19/07/2024,"£1,342",Unfurnished,Flat,Langside Station,0.2 miles,Pollokshaws East Station,0.4 miles,Mount Florida Station,0.7 miles
https://www.rightmove.co.uk/properties/149316716#/?channel=RES_LET,"Meadowrise, Newton Mearns, Glasgow, G77",£850 pcm,1,,18/06/2024,Now,£850,Furnished,Flat,Patterton Station,0.9 miles,Whitecraigs Station,1.5 miles,Williamwood Station,2.4 miles
https://www.rightmove.co.uk/properties/149316377#/?channel=RES_LET,"Alexandra Parade, Dennistoun, Glasgow",£795 pcm,1,1,18/06/2024,17/07/2024,"£1,100",Furnished,Flat,Alexandra Parade Station,0.3 miles,Duke Street Station,0.4 miles,Bellgrove Station,0.5 miles
https://www.rightmove.co.uk/properties/149314685#/?channel=RES_LET,"Berkeley Street, Finnieston, Glasgow, G3","£1,850 pcm",3,1,18/06/2024,16/07/2024,"£2,050",Furnished,Flat,Charing Cross (Glasgow) Station,0.1 miles,Anderston Station,0.4 miles,Exhibition Centre Station,0.4 miles
https://www.rightmove.co.uk/properties/149314691#/?channel=RES_LET,"Kelso Street, Glasgow, G13","£1,450 pcm",4,1,18/06/2024,07/08/2024,"£1,650",Unfurnished,Terraced,Drumchapel Station,0.6 miles,Yoker Station,0.7 miles,Garscadden Station,0.7 miles
https://www.rightmove.co.uk/properties/148844855#/?channel=RES_LET,"Finlay Drive, Glasgow, G31 2BD","£1,025 pcm",2,2,18/06/2024,16/07/2024,"£1,025",Unfurnished,Apartment,Bellgrove Station,0.3 miles,Duke Street Station,0.3 miles,Alexandra Parade Station,0.4 miles
https://www.rightmove.co.uk/properties/145250885#/?channel=RES_LET,"Netherton Road, Anniesland, Glasgow, G13",£895 pcm,2,2,18/06/2024,Now,"£1,470",Furnished,Flat,Anniesland Station,0.6 miles,Westerton Station,0.7 miles,Kelvindale Station,0.7 miles
https://www.rightmove.co.uk/properties/149312054#/?channel=RES_LET,"West Princes Street, Woodlands, Glasgow, G4","£1,800 pcm",3,1,18/06/2024,Now,"£1,800",Furnished,Flat,St. George's Cross Station,0.1 miles,Charing Cross (Glasgow) Station,0.3 miles,Kelvinbridge Station,0.4 miles
https://www.rightmove.co.uk/properties/149311961#/?channel=RES_LET,"Rowan Road, Dumbreck, Glasgow, G41","£1,200 pcm",2,1,18/06/2024,Now,"£1,300",Unfurnished,Flat,Dumbreck Station,0.2 miles,Ibrox Station,0.5 miles,Cessnock Station,0.6 miles
https://www.rightmove.co.uk/properties/149311730#/?channel=RES_LET,"Walgaston Farm, Berkeley, Gloucestershire",£995 pcm,1,1,18/06/2024,19/07/2024,"£1,148",Unfurnished,House,Lydney Station,297.2 miles,Cam & Dursley Station,298.7 miles,,
https://www.rightmove.co.uk/properties/149310737#/?channel=RES_LET,"Middleton Street, Ibrox, Glasgow, G51",£750 pcm,1,2,18/06/2024,21/07/2024,£950,"Furnished or unfurnished, landlord is flexible",Flat,Cessnock Station,0.1 miles,Ibrox Station,0.3 miles,Kinning Park Station,0.4 miles
https://www.rightmove.co.uk/properties/149310590#/?channel=RES_LET,"Stoneside Square, Glasgow",£695 pcm,1,1,18/06/2024,Now,£695,Unfurnished,Flat,Thornliebank Station,0.4 miles,Pollokshaws West Station,0.6 miles,Kennishead Station,0.6 miles
https://www.rightmove.co.uk/properties/147962204#/?channel=RES_LET,"Corunna Street, Finnieston, Glasgow, G3","£3,250 pcm",5,1,18/06/2024,Now,"£4,875",Furnished,Flat,Exhibition Centre Station,0.2 miles,Charing Cross (Glasgow) Station,0.5 miles,Anderston Station,0.6 miles
https://www.rightmove.co.uk/properties/149310134#/?channel=RES_LET,"Duke Street, Dennistoun, Glasgow, G31","£1,495 pcm",3,1,18/06/2024,21/07/2024,"£1,695",Unfurnished,Flat,Duke Street Station,0.0 miles,Alexandra Parade Station,0.4 miles,Bellgrove Station,0.5 miles
https://www.rightmove.co.uk/properties/79867040#/?channel=RES_LET,"15 Falkland Street, Glasgow, G12","£1,995 pcm",4,2,12/06/2024,Now,"£2,923",Unfurnished,Flat,Hyndland Station,0.3 miles,Partick Station,0.6 miles,Partick Station,0.6 miles
https://www.rightmove.co.uk/properties/149310032#/?channel=RES_LET,"Broomfield Crescent, Balornock, Glasgow",£975 pcm,2,2,18/06/2024,19/07/2024,"£1,350",Unfurnished,Terraced,Barnhill Station,0.8 miles,Springburn Station,1.0 miles,Alexandra Parade Station,1.1 miles
https://www.rightmove.co.uk/properties/32954581#/?channel=RES_LET,"Hopehill Gardens,Glasgow,G20",£850 pcm,2,,18/06/2024,26/06/2024,£850,Part furnished,Apartment,St. George's Cross Station,0.3 miles,Kelvinbridge Station,0.5 miles,Cowcaddens Station,0.6 miles
https://www.rightmove.co.uk/properties/148317005#/?channel=RES_LET,Botanics - Queen Margaret Drive,"£1,250 pcm",2,1,18/06/2024,27/06/2024,"£1,350",Part furnished,Flat,Kelvinbridge Station,0.5 miles,Hillhead Station,0.5 miles,St. George's Cross Station,0.9 miles
https://www.rightmove.co.uk/properties/149309006#/?channel=RES_LET,"Ashley Street, Glasgow - Available NOW!","£1,250 pcm",2,1,18/06/2024,Now,£0,Furnished,Flat,St. George's Cross Station,0.1 miles,Charing Cross (Glasgow) Station,0.3 miles,Kelvinbridge Station,0.4 miles
https://www.rightmove.co.uk/properties/149308403#/?channel=RES_LET,"Eastwood Avenue, Glasgow, G41",£860 pcm,1,1,18/06/2024,05/07/2024,£860,Unfurnished,Flat,Pollokshaws East Station,0.2 miles,Shawlands Station,0.2 miles,Crossmyloof Station,0.4 miles
https://www.rightmove.co.uk/properties/148230104#/?channel=RES_LET,"Sauchiehall Street, City Centre, Glasgow, G2","£1,895 pcm",3,2,18/06/2024,Now,"£2,095",Furnished,Flat,Charing Cross (Glasgow) Station,0.1 miles,Cowcaddens Station,0.4 miles,St. George's Cross Station,0.4 miles
https://www.rightmove.co.uk/properties/149307134#/?channel=RES_LET,"Mull, East Kilbride",£575 pcm,1,1,18/06/2024,Now,£675,Unfurnished,Flat,East Kilbride Station,1.3 miles,Hairmyres Station,2.7 miles,Blantyre Station,3.8 miles
https://www.rightmove.co.uk/properties/149305853#/?channel=RES_LET,"Ryat Drive, Newton Mearns, East Renfrewshire, G77","£1,200 pcm",2,1,18/06/2024,09/07/2024,"£1,800",Unfurnished,Semi-Detached,Patterton Station,0.8 miles,Whitecraigs Station,1.4 miles,Priesthill & Darnley Station,2.2 miles
https://www.rightmove.co.uk/properties/149305355#/?channel=RES_LET,"Park Road, Woodlands, Glasgow, G4","£3,000 pcm",4,1,18/06/2024,Now,"£4,500",Furnished,Flat,Kelvinbridge Station,0.0 miles,St. George's Cross Station,0.4 miles,Charing Cross (Glasgow) Station,0.6 miles
https://www.rightmove.co.uk/properties/131658704#/?channel=RES_LET,"Solasta Riverside, Clyde Place, Glasgow, G5","£1,700 pcm",2,2,18/06/2024,25/06/2024,"£2,550",Furnished,Flat,Bridge Street Station,0.1 miles,Glasgow Central Station,0.3 miles,St. Enoch Station,0.3 miles
https://www.rightmove.co.uk/properties/147041909#/?channel=RES_LET,"Kelvindale Gardens, Kelvindale, Glasgow, G20",£850 pcm,3,1,18/06/2024,08/07/2024,"£1,050",Furnished,Flat,Kelvindale Station,0.6 miles,Maryhill Station,0.6 miles,Summerston Station,0.7 miles
https://www.rightmove.co.uk/properties/82176422#/?channel=RES_LET,"Wallace Street, Glasgow, G5",£995 pcm,2,1,18/06/2024,01/07/2024,"£1,095",Furnished,Flat,West Street Station,0.3 miles,Bridge Street Station,0.3 miles,Shields Road Station,0.5 miles
https://www.rightmove.co.uk/properties/116804564#/?channel=RES_LET,"Tullis Street, Glasgow, G40",£695 pcm,1,1,18/06/2024,01/07/2024,£795,Unfurnished,Flat,Bridgeton Station,0.2 miles,Dalmarnock Station,0.5 miles,Bellgrove Station,0.7 miles
https://www.rightmove.co.uk/properties/79899836#/?channel=RES_LET,"Walter Street, Glasgow, G31",£625 pcm,1,1,18/06/2024,Ask agent,£725,Furnished,Flat,Alexandra Parade Station,0.3 miles,Duke Street Station,0.4 miles,Bellgrove Station,0.9 miles
https://www.rightmove.co.uk/properties/143342723#/?channel=RES_LET,"Tinto Road, Glasgow, G43","£1,175 pcm",2,,18/06/2024,Ask agent,"£1,275",Unfurnished,Flat,Pollokshaws East Station,0.7 miles,Langside Station,0.7 miles,Pollokshaws West Station,0.7 miles
https://www.rightmove.co.uk/properties/149300561#/?channel=RES_LET,"626, 50 Holland Street, Glasgow, G2","£1,150 pcm",,1,18/06/2024,Ask agent,Ask agent,Furnished,Studio,Charing Cross (Glasgow) Station,0.3 miles,Anderston Station,0.4 miles,Cowcaddens Station,0.4 miles
https://www.rightmove.co.uk/properties/36727127#/?channel=RES_LET,"Dalmarnock Drive,Glasgow,G40","£1,000 pcm",2,,18/06/2024,Now,"£1,000",Unfurnished,Flat,Bridgeton Station,0.1 miles,Dalmarnock Station,0.5 miles,Bellgrove Station,0.6 miles
https://www.rightmove.co.uk/properties/82667148#/?channel=RES_LET,"Springburn Way, Glasgow, G21",£750 pcm,2,,18/06/2024,Now,£750,Unfurnished,Flat,Springburn Station,0.2 miles,Barnhill Station,0.5 miles,Ashfield Station,0.8 miles
https://www.rightmove.co.uk/properties/36089005#/?channel=RES_LET,"Curle Street,Glasgow,G14",£850 pcm,2,,18/06/2024,Now,£850,Unfurnished,Flat,Jordanhill Station,0.8 miles,Hyndland Station,1.1 miles,Partick Station,1.1 miles
https://www.rightmove.co.uk/properties/148816940#/?channel=RES_LET,"23 Strathyre Street, Shawlands, G41 3LN",£875 pcm,1,1,18/06/2024,08/07/2024,£875,Unfurnished,Flat,Pollokshaws East Station,0.3 miles,Crossmyloof Station,0.4 miles,Shawlands Station,0.4 miles
https://www.rightmove.co.uk/properties/149296061#/?channel=RES_LET,"1214, 50 Holland Street, Glasgow, G2","£1,555 pcm",1,1,18/06/2024,Ask agent,Ask agent,Furnished,Apartment,Charing Cross (Glasgow) Station,0.3 miles,Anderston Station,0.4 miles,Cowcaddens Station,0.4 miles
https://www.rightmove.co.uk/properties/149295392#/?channel=RES_LET,"Southpark Avenue (Room 7), Hillhead, Glasgow, G12",£975 pcm,1,1,18/06/2024,30/07/2024,"£1,465",Furnished,Flat,Kelvinbridge Station,0.2 miles,Hillhead Station,0.3 miles,Kelvinhall Station,0.7 miles
https://www.rightmove.co.uk/properties/149295236#/?channel=RES_LET,"37, Hillhead Street, Glasgow, G12 8PX","£1,495 pcm",2,1,18/06/2024,17/08/2024,"£1,495",Furnished,Flat,Hillhead Station,0.2 miles,Kelvinbridge Station,0.3 miles,Kelvinhall Station,0.6 miles
https://www.rightmove.co.uk/properties/149295098#/?channel=RES_LET,"James Street, Bridgeton, Glasgow, G40",£850 pcm,2,1,18/06/2024,24/06/2024,£850,Unfurnished,Flat,Bridgeton Station,0.1 miles,Dalmarnock Station,0.6 miles,Bellgrove Station,0.6 miles
https://www.rightmove.co.uk/properties/148319228#/?channel=RES_LET,"Murano Crescent, Firhill","£1,150 pcm",2,1,04/06/2024,Now,"£1,725",Unfurnished,Apartment,Kelvinbridge Station,0.6 miles,St. George's Cross Station,0.7 miles,Possilpark & Parkhouse Station,0.8 miles
https://www.rightmove.co.uk/properties/149294150#/?channel=RES_LET,"Telford Road, Murray, East Kilbride, South Lanarkshire, G75",£650 pcm,2,1,18/06/2024,Now,£750,Unfurnished,Flat,East Kilbride Station,0.5 miles,Hairmyres Station,1.4 miles,Thorntonhall Station,2.7 miles
https://www.rightmove.co.uk/properties/149291543#/?channel=RES_LET,"961 Govan Road, Glasgow, G51",£750 pcm,1,1,18/06/2024,Ask agent,Ask agent,Furnished,Flat,Govan Station,0.4 miles,Partick Station,0.6 miles,Partick Station,0.6 miles
https://www.rightmove.co.uk/properties/148667165#/?channel=RES_LET,"Drygate, Dennistoun, Glasgow, G4","£1,100 pcm",2,1,18/06/2024,Now,"£1,300",Furnished,Flat,High Street (Glasgow) Station,0.2 miles,Bellgrove Station,0.5 miles,Glasgow Queen Street Station,0.6 miles
https://www.rightmove.co.uk/properties/149291321#/?channel=RES_LET,"Holeburn Road, Newlands, Glasgow, G43 2XN","£1,750 pcm",3,1,18/06/2024,01/08/2024,"£3,500",Furnished,End of Terrace,Pollokshaws West Station,0.5 miles,Pollokshaws East Station,0.6 miles,Langside Station,0.7 miles
https://www.rightmove.co.uk/properties/148674272#/?channel=RES_LET,"Buchanan Street, City Centre, Glasgow, G1","£1,550 pcm",2,2,18/06/2024,30/07/2024,"£2,000",Furnished,Flat,St. Enoch Station,0.1 miles,Glasgow Central Station,0.1 miles,Argyle Street Station,0.2 miles
https://www.rightmove.co.uk/properties/149286407#/?channel=RES_LET,"Pitt Street, City Centre, Glasgow, G2","£2,070 pcm",3,1,18/06/2024,25/07/2024,"£2,370",Furnished,Flat,Cowcaddens Station,0.3 miles,Charing Cross (Glasgow) Station,0.3 miles,Buchanan Street Station,0.5 miles
https://www.rightmove.co.uk/properties/149285096#/?channel=RES_LET,"BURNCROOKS AVENUE, EAST KILBRIDE",£525 pcm,1,1,18/06/2024,Now,£790,Unfurnished,Flat,East Kilbride Station,0.6 miles,Hairmyres Station,1.1 miles,Thorntonhall Station,2.2 miles
https://www.rightmove.co.uk/properties/149284895#/?channel=RES_LET,"Meadowside Quay Walk, Glasgow, G11","£1,500 pcm",1,1,17/06/2024,01/07/2024,"£2,250",Furnished,Flat,Partick Station,0.5 miles,Partick Station,0.5 miles,Govan Station,0.6 miles
https://www.rightmove.co.uk/properties/149284208#/?channel=RES_LET,"Otago Street, Glasgow, G12 8PQ","£1,650 pcm",2,2,17/06/2024,Now,"£1,750",Furnished,Flat,Kelvinbridge Station,0.1 miles,Hillhead Station,0.4 miles,St. George's Cross Station,0.5 miles
https://www.rightmove.co.uk/properties/149273402#/?channel=RES_LET,"Darnley Street, Glasgow, G41","£1,600 pcm",3,2,17/06/2024,24/06/2024,"£1,108","Furnished or unfurnished, landlord is flexible",Flat,Pollokshields West Station,0.1 miles,Pollokshields East Station,0.2 miles,Queens Park (Glasgow) Station,0.3 miles
https://www.rightmove.co.uk/properties/149273096#/?channel=RES_LET,"Backbrae Street, Kilsyth, G65",£535 pcm,1,1,17/06/2024,Now,£535,Unfurnished,Flat,Croy Station,1.7 miles,Greenfaulds Station,3.8 miles,Cumbernauld Station,3.9 miles
https://www.rightmove.co.uk/properties/149270852#/?channel=RES_LET,"Barnes Street, Barrhead, Glasgow, East Renfrewshire, G78 1EQ",£595 pcm,1,1,17/06/2024,Now,"£1,190",Unfurnished,Flat,Barrhead Station,0.3 miles,Neilston Station,1.6 miles,Nitshill Station,1.8 miles
https://www.rightmove.co.uk/properties/149261753#/?channel=RES_LET,"1304, 50 Holland Street, Glasgow, G2","£1,530 pcm",1,1,17/06/2024,Ask agent,Ask agent,Furnished,Apartment,Charing Cross (Glasgow) Station,0.3 miles,Anderston Station,0.4 miles,Cowcaddens Station,0.4 miles
https://www.rightmove.co.uk/properties/149261624#/?channel=RES_LET,"Sauchiehall Street, Flat 2/9, City Centre, Glasgow, G2 3JU",£875 pcm,1,1,17/06/2024,30/06/2024,"£1,750",Furnished,Flat,Charing Cross (Glasgow) Station,0.2 miles,Cowcaddens Station,0.3 miles,St. George's Cross Station,0.4 miles
https://www.rightmove.co.uk/properties/149260619#/?channel=RES_LET,"Banner Road, Flat 3/4, Blairdardie, Glasgow, G13 2HL",£550 pcm,1,1,17/06/2024,01/07/2024,"£1,100",Unfurnished,Flat,Westerton Station,0.4 miles,Drumchapel Station,0.7 miles,Bearsden Station,1.0 miles
https://www.rightmove.co.uk/properties/149260115#/?channel=RES_LET,"Moss Side Road, Glasgow, G41",£995 pcm,2,1,17/06/2024,19/07/2024,"£1,095",Furnished,Flat,Crossmyloof Station,0.1 miles,Shawlands Station,0.4 miles,Maxwell Park Station,0.5 miles
https://www.rightmove.co.uk/properties/149258699#/?channel=RES_LET,"Dunlop Street, Glasgow, G1","£1,350 pcm",2,2,17/06/2024,Now,£500,Furnished,Flat,Argyle Street Station,0.1 miles,St. Enoch Station,0.1 miles,Glasgow Central Station,0.3 miles
https://www.rightmove.co.uk/properties/149257736#/?channel=RES_LET,"West Graham Street, Flat 3/13, Dalhousie Court, Glasgow, G4 9LH",£995 pcm,2,1,17/06/2024,30/06/2024,"£1,990",Unfurnished,Flat,Cowcaddens Station,0.1 miles,St. George's Cross Station,0.4 miles,Buchanan Street Station,0.4 miles
https://www.rightmove.co.uk/properties/149257583#/?channel=RES_LET,"Main Street, Cambuslang",£795 pcm,2,1,17/06/2024,Ask agent,Ask agent,Furnished,Flat,Cambuslang Station,0.2 miles,Kirkhill Station,0.4 miles,Carmyle Station,1.1 miles
https://www.rightmove.co.uk/properties/149256923#/?channel=RES_LET,"Jerviston Road, Craigend, G33",£800 pcm,2,2,17/06/2024,24/06/2024,£900,Unfurnished,House,Robroyston Station,1.1 miles,Stepps Station,1.2 miles,Shettleston Station,1.4 miles
https://www.rightmove.co.uk/properties/149256233#/?channel=RES_LET,"Cook Street, Tradeston, Glasgow, G5","£1,100 pcm",2,1,17/06/2024,08/07/2024,"£1,300",Furnished,Flat,West Street Station,0.1 miles,Bridge Street Station,0.3 miles,Shields Road Station,0.5 miles
https://www.rightmove.co.uk/properties/149255879#/?channel=RES_LET,"West Princes Street, Glasgow, G4","£3,000 pcm",4,1,17/06/2024,26/07/2024,"£3,600",Furnished,Flat,St. George's Cross Station,0.2 miles,Kelvinbridge Station,0.3 miles,Charing Cross (Glasgow) Station,0.4 miles
https://www.rightmove.co.uk/properties/149255675#/?channel=RES_LET,"Hillend Crescent, Clarkston, Glasgow, G76","£1,980 pcm",3,1,17/06/2024,15/07/2024,"£1,980","Furnished or unfurnished, landlord is flexible",End of Terrace,Clarkston Station,0.7 miles,Williamwood Station,0.8 miles,Whitecraigs Station,1.0 miles
https://www.rightmove.co.uk/properties/149254679#/?channel=RES_LET,"Flat 1/2, 42 Nairn Street, Glasgow G3 8SG",£850 pcm,1,1,17/06/2024,24/07/2024,"£1,275",Unfurnished,Flat,Kelvinhall Station,0.4 miles,Exhibition Centre Station,0.5 miles,Hillhead Station,0.6 miles
https://www.rightmove.co.uk/properties/149385572#/?channel=RES_LET,"PLATFORM_, Anderston Quay, Glasgow","£1,529 pcm",2,2,17/06/2024,29/06/2024,Ask agent,Unfurnished,Flat,Anderston Station,0.2 miles,Bridge Street Station,0.5 miles,West Street Station,0.5 miles
https://www.rightmove.co.uk/properties/79071977#/?channel=RES_LET,"1189 Argyle Street, Glasgow, G3","£2,500 pcm",4,1,17/06/2024,Now,"£3,000",Part furnished,Flat,Exhibition Centre Station,0.3 miles,Charing Cross (Glasgow) Station,0.5 miles,Kelvinhall Station,0.6 miles
https://www.rightmove.co.uk/properties/149245355#/?channel=RES_LET,"Minerva Way, Finnieston","£2,200 pcm",3,2,17/06/2024,11/07/2024,"£2,300",Furnished,Flat,Exhibition Centre Station,0.2 miles,Charing Cross (Glasgow) Station,0.7 miles,Kelvinhall Station,0.7 miles
https://www.rightmove.co.uk/properties/149243753#/?channel=RES_LET,"Kilmany Drive, Shettleston, G32",£675 pcm,1,1,17/06/2024,25/06/2024,£775,Furnished,Flat,Carntyne Station,0.2 miles,Shettleston Station,0.8 miles,Duke Street Station,1.3 miles
https://www.rightmove.co.uk/properties/149242469#/?channel=RES_LET,"Maxwellton Road, Calderwood, East Kilbride, G74",£695 pcm,2,1,17/06/2024,28/06/2024,£695,Unfurnished,Flat,East Kilbride Station,1.1 miles,Hairmyres Station,2.6 miles,Kirkhill Station,2.8 miles
https://www.rightmove.co.uk/properties/149241992#/?channel=RES_LET,"Lancaster Terrace, Flat 1/1, Dowanhill, Glasgow, G12 0UT","£2,950 pcm",3,2,17/06/2024,30/06/2024,"£5,900",Furnished,Apartment,Hyndland Station,0.4 miles,Hillhead Station,0.6 miles,Kelvinhall Station,0.8 miles
https://www.rightmove.co.uk/properties/130327949#/?channel=RES_LET,"Solasta Riverside, Clyde Place, Glasgow, G5","£1,400 pcm",1,1,17/06/2024,04/07/2024,"£2,100",Furnished,Flat,Bridge Street Station,0.1 miles,Glasgow Central Station,0.3 miles,St. Enoch Station,0.3 miles
https://www.rightmove.co.uk/properties/149240285#/?channel=RES_LET,"Garry Street, Battlefield",£735 pcm,1,1,17/06/2024,30/06/2024,"£1,105",Unfurnished,Apartment,Cathcart Station,0.3 miles,Mount Florida Station,0.3 miles,Langside Station,0.5 miles
https://www.rightmove.co.uk/properties/149240000#/?channel=RES_LET,"Ledi Drive, Bearsden","£1,200 pcm",2,,17/06/2024,Now,"£1,800",Unfurnished,House,Bearsden Station,1.2 miles,Hillfoot Station,1.6 miles,Drumchapel Station,1.7 miles
https://www.rightmove.co.uk/properties/148753157#/?channel=RES_LET,"Laurence Gardens, Drumchapel, Glasgow, G15",£775 pcm,2,1,17/06/2024,Now,£875,Unfurnished,Flat,Drumry Station,0.5 miles,Drumchapel Station,0.9 miles,Clydebank Station,1.1 miles
https://www.rightmove.co.uk/properties/149359157#/?channel=RES_LET,"Birkenshaw Street, Flat 1/2, Dennistoun, Glasgow, G31 2UH",£775 pcm,1,1,17/06/2024,Now,"£1,550",Unfurnished,Flat,Alexandra Parade Station,0.2 miles,Duke Street Station,0.3 miles,Bellgrove Station,0.7 miles
https://www.rightmove.co.uk/properties/149239292#/?channel=RES_LET,"Queen Margaret Drive, Glasgow, G20","£4,550 pcm",7,2,17/06/2024,31/07/2024,"£4,550",Furnished,Flat,Kelvinbridge Station,0.5 miles,Hillhead Station,0.5 miles,St. George's Cross Station,0.8 miles
https://www.rightmove.co.uk/properties/149238716#/?channel=RES_LET,"Argyle Street, Glasgow, G2","£1,495 pcm",2,2,17/06/2024,Now,"£1,495",Furnished,Flat,Glasgow Central Station,0.2 miles,Anderston Station,0.4 miles,St. Enoch Station,0.4 miles
https://www.rightmove.co.uk/properties/148189976#/?channel=RES_LET,"Kent Road, Glasgow, G3","£1,400 pcm",2,2,17/06/2024,Now,"£1,800",Furnished,Flat,Charing Cross (Glasgow) Station,0.1 miles,Anderston Station,0.3 miles,St. George's Cross Station,0.5 miles
https://www.rightmove.co.uk/properties/148333715#/?channel=RES_LET,"40, Garthland Drive, Glasgow, G31 2RD","£1,250 pcm",2,1,17/06/2024,27/06/2024,"£1,250",Unfurnished,Flat,Duke Street Station,0.3 miles,Bellgrove Station,0.3 miles,Alexandra Parade Station,0.4 miles
https://www.rightmove.co.uk/properties/149237387#/?channel=RES_LET,"Garnethill Street, City Centre","£1,195 pcm",2,1,17/06/2024,Now,"£1,450",Part furnished,Flat,Cowcaddens Station,0.2 miles,St. George's Cross Station,0.3 miles,Charing Cross (Glasgow) Station,0.3 miles
https://www.rightmove.co.uk/properties/70091060#/?channel=RES_LET,"Dairsie Gardens, Glasgow, G64","£1,300 pcm",3,,17/06/2024,Ask agent,Ask agent,Unfurnished,Semi-Detached,Bishopbriggs Station,1.0 miles,Robroyston Station,1.5 miles,Springburn Station,1.8 miles
https://www.rightmove.co.uk/properties/91284617#/?channel=RES_LET,"Highburgh Road, Glasgow, G12","£1,450 pcm",2,,17/06/2024,15/07/2024,"£1,450",Furnished,Apartment,Hillhead Station,0.2 miles,Kelvinhall Station,0.3 miles,Partick Station,0.5 miles
https://www.rightmove.co.uk/properties/148929680#/?channel=RES_LET,"Ashley Street, Glasgow, G3","£1,300 pcm",2,,17/06/2024,Ask agent,"£1,300",Unfurnished,Flat,St. George's Cross Station,0.2 miles,Charing Cross (Glasgow) Station,0.2 miles,Kelvinbridge Station,0.4 miles
https://www.rightmove.co.uk/properties/149232839#/?channel=RES_LET,"Ayr Street, Springburn",£895 pcm,2,1,17/06/2024,Now,£895,Unfurnished,Flat,Springburn Station,0.2 miles,Barnhill Station,0.4 miles,Ashfield Station,0.9 miles
